Samples,consensus_5,consensus_4,consensus_1,consensus_2,consensus_3
P-0000191-T01-IM3,31.297847235725897,53.501812207666404,39.4145271723223,5.859516128167696,0.0
P-0000187-T01-IM3,56.91604944019485,66.50473855644407,0.06428187999221027,4.187429849023059,37.69893964215084
P-0000102-T02-IM3,46.122253044770765,44.63533055208231,0.0,1.8699060882914929,4.479428964796223
P-0000197-T01-IM3,63.099228070005005,52.733844675736115,0.0,0.0,11.242056209443914
P-0000195-T01-IM3,42.14239905206853,44.690143626595656,27.632238094657644,3.2064490647931314,0.0
P-0000208-T01-IM3,50.406328502082914,31.345863078665353,0.0,0.0,22.60404358140099
P-0000216-T01-IM3,41.440550003815865,67.32190240668278,0.0,3.105027397052524,33.46997182006473
P-0000219-T01-IM3,61.69848824785636,0.0,0.0,0.10531982862316157,0.0
P-0000214-T01-IM3,45.695208985012535,51.616393120765366,0.0,0.0,20.439773558557462
P-0000153-T01-IM3,48.52183113500701,12.236622570219998,0.0,0.49794757827504843,5.402524906833408
P-0000351-T01-IM3,42.004757063109906,69.85297307778463,27.88273268647819,6.5829123505809255,6.0301455043575665
P-0000335-T01-IM3,65.16515307063638,0.0,1.4509613508685544,3.560170519339917,13.116306645050853
P-0000337-T01-IM3,57.12996641760103,36.89931122975429,0.0,0.0,6.7294874307736485
P-0000471-T01-IM3,40.015933141224714,21.974952252566304,18.48558941061682,5.452295336615286,0.0
P-0000422-T01-IM3,63.24536979609472,0.0,4.084497695334211,1.6674905475164878,8.456875857136358
P-0000224-T01-IM3,46.11096441310276,48.36415406609955,8.13439706246907,0.9882567267147431,23.95086701623233
P-0000220-T01-IM3,53.02249930118641,0.0,2.3104833545769203,1.314170033780656,11.114313571661187
P-0000231-T01-IM3,51.29513809742713,0.0,0.0,1.1804839510151661,0.0
P-0000242-T01-IM3,70.08878061319984,32.222731168024495,0.0,0.0,7.738927211015096
P-0000263-T01-IM3,59.50236019301545,0.0,0.0,1.3693613831775933,0.0
P-0000235-T01-IM3,66.49391291406354,1.515479775665452,0.0,10.617847154655195,0.0
P-0000247-T01-IM3,52.80699353064142,37.50587261418314,0.0,1.1129043977131645,0.08167550325264746
P-0000239-T01-IM3,58.46310845208013,0.0,0.0,0.0,0.03993978958797194
P-0000388-T01-IM3,61.59465840670323,25.153612797075073,4.520587702008372,0.0,24.301558270122275
P-0000275-T01-IM3,47.31035267834461,118.22504223905885,3.8185700716588626,0.0,75.10894967257302
P-0000183-T01-IM3,70.05318772034545,40.39619359304752,0.0,0.0,12.024935594309465
P-0000274-T01-IM3,64.21914123262772,6.797819385317938,0.0,9.114590950446123,0.0
P-0000260-T01-IM3,49.24333257353006,0.0,0.0,1.1332645929745604,0.0
P-0000280-T01-IM3,50.61701726298409,44.9469354324359,3.6188030988648285,6.995071615761629,18.09333537912776
P-0000281-T01-IM3,50.777055081796036,5.834731528937813,1.8906160275935786,0.503350292393776,10.893241753504304
P-0000252-T01-IM3,37.49052748736851,28.960081873691898,14.0332797274627,0.0,10.49528792968355
P-0000315-T01-IM3,41.862979382699166,59.041638702943494,27.22382905442575,0.0,14.372499218217586
P-0000318-T01-IM3,24.037843601940736,110.67551802870412,38.41067095546935,0.877743018521028,21.113518375789546
P-0000301-T01-IM3,66.6332060822724,0.0,0.0,6.752092196783223,0.0
P-0000314-T01-IM3,48.624867224337414,17.583245687909848,1.0769854849308425,7.825050897467063,5.452984300418544
P-0000302-T01-IM3,55.398749145221274,0.0,0.0,1.2749226670963791,0.0
P-0000295-T01-IM3,57.416905706196474,0.0,0.0,4.8004507321126555,0.0
P-0000299-T01-IM3,59.55613800309475,3.6559348683067676,0.0,0.0,2.301066409832497
P-0000317-T01-IM3,48.89698490666438,25.77850855347761,22.55500957221651,5.7927305649732315,0.0
P-0000289-T01-IM3,50.55512131792494,0.0,0.0,6.961925343294418,0.0
P-0000288-T01-IM3,54.48968756169765,0.0,0.20664139395656866,3.9522840834069184,6.54422704115414
P-0000316-T01-IM3,66.00293508570485,23.12194457049695,0.012326651252721301,0.0,26.222647109517908
P-0000349-T01-IM3,52.41823822397768,0.0,0.0,0.8647328254696638,9.646889692992552
P-0000344-T01-IM3,57.75326513302568,0.0,0.0,5.388038742948703,0.0
P-0000348-T01-IM3,48.413050158871314,33.17914402497055,0.0,2.0909455527655423,4.394723847275879
P-0000353-T01-IM3,55.004655585815065,38.50409201686088,0.0,3.1167785355439785,8.835008565851744
P-0000352-T01-IM3,68.29481640322877,20.47041355406507,0.0,0.0,2.2203921972257645
P-0000363-T01-IM3,48.33532493563168,44.7560617657315,4.138777622900385,3.436760456073566,22.611458332061762
P-0000329-T01-IM3,50.698765623636795,27.979262329945772,8.91167018334462,0.005293928769549003,15.781891325522583
P-0000435-T01-IM3,46.73371656785954,33.64711818173669,25.801866560220457,8.15634000619463,0.0
P-0000432-T01-IM3,57.263583316025624,38.236136055845876,0.0,7.808635371422172,15.94132908186251
P-0000427-T01-IM3,64.31881111757963,0.0,0.0,4.508742970648448,6.18186671379487
P-0000405-T01-IM3,55.398749145221274,0.0,0.0,1.2749226670963791,0.0
P-0000407-T01-IM3,44.17247901920176,83.99217081568233,35.3531982906651,4.356751457740324,9.772592655649342
P-0000412-T01-IM3,83.76081750173749,8.457300159391487,0.0,0.0,3.8336817254292046
P-0000401-T01-IM3,70.4947884536264,31.522564666663996,0.0,4.107677144949473,18.42618937601641
P-0000421-T01-IM3,55.54232202515912,0.0,0.0,0.0,0.0
P-0000426-T01-IM3,66.35379347912931,18.276204475731898,13.317517163055545,1.331172401495091,8.067869978867199
P-0000431-T01-IM3,61.38354998768903,0.0,0.0,0.0,1.0874309588039561
P-0000418-T01-IM3,57.547982750351444,41.7437467340774,2.859360190704787,19.251453909670058,0.0
P-0000411-T01-IM3,48.70499211695538,26.17929783408232,37.76897570326414,0.0,0.40742396614893694
P-0000441-T01-IM3,40.33912168150936,5.347050376858777,36.76600838179819,0.0,0.0
P-0000442-T01-IM3,39.9547585554408,9.10193834680415,19.707067990890348,0.0,0.0
P-0000449-T01-IM3,46.32821633978648,29.868074029898974,19.131419149980896,0.0,11.123880243372861
P-0000447-T01-IM3,48.31481803028136,49.28788742370387,2.806894090415055,5.295645942656206,23.163966166014642
P-0000445-T01-IM3,54.97956854986727,19.650962703542792,0.0,0.0,16.8510896362005
P-0000423-T02-IM3,59.28246381186589,52.25537797904632,0.0,1.7188971891811753,14.715594987781682
P-0000380-T01-IM3,50.51636074461155,20.96796783675322,2.8297019930662475,0.0,23.30654442258332
P-0000370-T01-IM3,53.053936137760786,0.0,8.645063430667198,2.5648757418092196,3.3628187524126645
P-0000373-T01-IM3,65.48921493045064,0.0,0.0,0.0,0.778811443683276
P-0000377-T01-IM3,32.91059679856821,90.041609964174,28.611907310072215,2.539490253456364,19.615176888155915
P-0000466-T01-IM3,51.00023501740276,0.0,0.0,0.12203134933101419,0.0
P-0000463-T01-IM3,50.957556112521274,34.43606607433275,20.19435467911857,4.464133189193712,1.2718204301345872
P-0000469-T01-IM3,40.14159153601335,65.32703350465941,44.04297611120136,7.131424322258181,0.0
P-0000468-T01-IM3,39.26925858031576,66.77688918804202,5.049201026501361,1.1071034601098912,34.23427553277993
P-0000458-T01-IM3,61.71849710654342,6.231694854288461,0.0,0.0,2.824818113474151
P-0000462-T01-IM3,50.87561272088675,1.81553202033609,0.0,4.278090162119636,3.133078973632986
P-0000459-T01-IM3,44.38571558733062,4.592318342798551,10.228065337815549,3.382726632935276,0.0
P-0000390-T01-IM3,51.73247573459899,0.0,1.6790481804313075,2.279634067899848,12.396584632389647
P-0000395-T01-IM3,50.747591812205606,14.573791652840535,4.510511193952147,0.4837407532866198,12.68845557383853
P-0000392-T01-IM3,57.6281764971977,1.466777276450704,0.0,9.260225593916722,0.0
P-0000391-T01-IM3,76.88292612139794,22.693215119179378,0.0,0.0,6.2091698106683
P-0000477-T01-IM3,41.462753437015834,99.55711224533341,0.0,11.786567384354418,13.17258433270218
P-0000484-T01-IM3,59.613484761461244,25.532541417966275,0.0,6.03344135079518,0.0
P-0000479-T01-IM3,66.27934479229087,18.812178370293715,0.0,7.893279640275383,6.104464898380474
P-0000473-T01-IM3,61.80270939455693,27.89947578562105,2.7860887305352566,7.421491054906744,12.250386329877111
P-0000474-T01-IM3,59.646682723959266,0.0,0.0,0.05810047058255363,0.0
P-0000483-T01-IM3,53.346943621324215,0.0,0.0,1.2277033090557739,0.0
P-0000478-T01-IM3,68.2258121054627,18.994837963294714,0.0,0.0,8.118261151098615
P-0000495-T01-IM3,41.6557610889458,82.69266487690062,0.0,11.272793933859418,0.0
P-0000490-T01-IM3,46.27846636174907,10.247962362233537,1.32673146059687,0.0,14.258344829954801
P-0000491-T01-IM3,50.51180085782737,39.73375902326323,0.0,2.0929111295762146,19.342882657243766
P-0003964-T01-IM3,70.77980002468165,0.0,0.0,0.0,0.0
P-0000604-T01-IM3,77.96860990808922,0.0,0.0,1.794335605543053,0.0
P-0000622-T01-IM3,57.44738014633568,9.873951274712528,0.0,2.9367177325850404,0.0
P-0000594-T01-IM3,53.323564472416656,2.938349986001834,17.959534889781736,1.2945186641427704,0.0
P-0001813-T01-IM3,46.10687437348506,27.66171027972252,0.0,0.0,7.154883710118477
P-0000547-T01-IM3,41.30546066987015,70.61054626293866,6.999449956566594,0.0,42.22909851753235
P-0000552-T01-IM3,35.0898521793619,50.192453839529485,8.681431280645384,2.0115076700299257,20.408539421224344
P-0000542-T01-IM3,50.69736931989434,33.77740997694228,8.738334956036997,2.234115225461939,15.274827736554318
P-0000521-T01-IM3,36.020683984817225,170.9619889130173,0.0,0.0,25.340918663413905
P-0000532-T01-IM3,52.91787371927606,17.702379452718315,0.0,2.2982305746991165,9.333406908316144
P-0000520-T01-IM3,46.39149645081262,15.852366428553545,3.0754252759971505,4.567383611695735,7.354972518525818
P-0000522-T01-IM3,59.67496503630536,23.654453887857873,6.764159530492316,6.108940808020067,8.017462318171921
P-0000519-T01-IM3,45.937084543137175,44.268114431255796,2.948726538999827,0.0,31.95910391350173
P-0000541-T01-IM3,39.393449856501874,58.11057702117752,10.550066785169298,0.0,27.671784905286522
P-0003939-T01-IM3,61.15050836423955,0.0,0.0,7.785610144333493,0.0
P-0000531-T01-IM3,61.25926263688818,0.0,0.0,0.35812813953404754,0.0
P-0000530-T01-IM3,57.528029246312315,3.8238009625884843,0.660244504252255,6.0304519549395526,3.823920050720926
P-0004045-T01-IM3,55.05259995566396,31.204620776599835,7.094940563934286,0.02243087970689339,19.96400941226377
P-0000527-T01-IM3,59.2807842258713,29.830137408817535,0.0,0.0,13.116993460056962
P-0003925-T01-IM3,46.014188086944216,39.908722281989434,13.522475825021553,0.0,26.04116266405735
P-0000509-T01-IM3,56.654109369569454,0.0,0.0,2.0565221204958712,3.778794359627047
P-0000504-T01-IM3,55.228721573194605,6.986248071021653,0.0,1.5080987196087619,0.0
P-0004010-T01-IM3,47.19152704963295,0.0,0.0,1.086045234933955,0.0
P-0000508-T01-IM3,55.05896622531133,17.249099120528655,0.0,0.0,11.212387825137625
P-0000511-T01-IM3,63.85294091927827,10.37625447725108,0.0,0.0,3.6304800454132384
P-0000517-T01-IM3,21.960768061612104,109.39908671831381,60.11578387155953,0.0,11.178076660672556
P-0000514-T01-IM3,35.74549677634798,148.34087091155902,11.733913537525394,0.0,95.8187223021016
P-0003908-T01-IM3,53.09911707889732,11.60853095441764,0.0,7.1499631474761705,0.0
P-0000526-T01-IM3,64.09988885687632,16.304047861520598,11.009594247963394,0.46705633694504856,10.18230280470503
P-0000671-T01-IM3,55.31468768677457,14.199664142540486,12.84467125790025,0.20143049734661297,5.990764677954977
P-0000649-T01-IM3,64.29571945502872,25.082630297736717,0.0,19.20999347136219,0.0
P-0000630-T01-IM3,59.50236019301545,0.0,0.0,1.3693613831775933,0.0
P-0000641-T01-IM3,58.334847968363334,0.0,0.7617336405151446,3.607031998913653,8.449971117846715
P-0000561-T01-IM3,67.21856953484094,0.0,0.6789783485619596,4.998104063096859,8.168079880318837
P-0000560-T01-IM3,66.09946434327914,29.526125861308486,0.0,0.09992886928784903,0.9195232508182667
P-0000571-T01-IM3,37.79989993258534,35.55731295629939,24.35397720770539,5.591674946480049,0.0
P-0000562-T01-IM3,63.53867331496581,0.0,0.0,8.42041751321015,0.0
P-0000563-T01-IM3,57.23370804226418,26.001202135346677,0.0,2.1214788214623543,19.447838744063336
P-0000557-T01-IM3,59.80507065692279,0.0,0.0,5.43525810098931,0.0
P-0003945-T01-IM3,65.77297519386082,0.0,10.932977495696365,5.652970466108698,0.0
P-0000676-T01-IM3,52.855441673359636,30.577586175432167,5.21884929977908,1.6943164988017054,18.35683930752853
P-0000702-T01-IM3,66.2756216214512,10.62248767037642,2.5263633222292943,3.5953461863642455,11.017552911345224
P-0000681-T01-IM3,54.898041702344415,0.0,0.0,3.0671376503235375,1.3773397934264937
P-0000626-T01-IM3,53.489542374999964,0.0,0.0,0.0,0.0
P-0000583-T01-IM3,68.55492844362331,15.838064530944735,0.0,7.926264615627374,0.0
P-0000670-T01-IM3,57.15565158909401,0.0,0.0,0.2636894234528342,0.0
P-0000580-T01-IM3,33.22148377486972,54.858079640182034,26.985999840972582,3.7316024302517965,2.2084331759407902
P-0000819-T01-IM3,45.9648827086259,57.62268896165253,3.5603330795307113,1.869382142318426,31.393620349537862
P-0000595-T01-IM3,52.69381699579216,49.22009395090201,0.0,3.9069485685407517,18.25037648016592
P-0000606-T01-IM3,39.216343564401804,57.83417442985224,0.0,0.0,21.801833403158355
P-0000612-T01-IM3,57.62079593014298,16.023933304854758,29.632116324134913,0.0,0.0
P-0000607-T01-IM3,57.480013896611084,8.977280038668468,2.1909254563561595,4.749378087045693,6.881530729563617
P-0000603-T01-IM3,70.75992845177547,0.3171726183993996,0.0,3.5551258567269013,3.8859500652026417
P-0000610-T01-IM3,62.09770244942151,9.850863840653327,7.679242227980277,9.37084513726872,0.0
P-0000616-T01-IM3,41.99787312459043,36.14455323155642,14.264972706975467,4.346297658015179,6.0437738757542805
P-0000592-T01-IM3,55.321968486523694,16.950206853005916,8.684890286287215,4.754511079067272,4.1395823848117
P-0000600-T01-IM3,59.118355350696426,32.00036589978531,1.643202135039589,0.0,35.935673663697116
P-0000706-T01-IM3,68.4637354561409,3.7131057637016833,0.0,1.4565468880292358,10.109101364570087
P-0000624-T01-IM3,48.55834210443024,32.520202495354084,0.0,10.405407573273344,4.270363542837324
P-0000625-T01-IM3,65.36287368468234,0.0,0.0,0.4525668556152608,0.0
P-0000628-T01-IM3,46.75795382699245,16.354481421676297,27.536713552894795,1.3874685821052668,0.0
P-0000620-T01-IM3,57.68109633745139,9.608942805775527,16.187752803968834,2.603634986286814,0.0
P-0000636-T01-IM3,39.99076264315611,118.2146349863577,0.0,0.0,98.49329710456672
P-0000640-T01-IM3,57.16719173161543,23.694089862545013,0.0,0.0,2.973184875842955
P-0000635-T01-IM3,55.398749145221274,0.0,0.0,1.2749226670963791,0.0
P-0000638-T01-IM3,57.59487720006218,0.0,0.0,0.010881112541947376,0.0
P-0000493-T01-IM3,50.107956697625696,43.99358842959826,0.0,0.0,35.29099834501391
P-0000669-T01-IM3,66.52314200121609,2.3535570182473045,8.866037979008272,6.030100807344404,0.0
P-0000674-T01-IM3,42.06726010526534,27.75346292213356,17.144655597414587,1.8965275266723278,3.077956742561976
P-0000661-T01-IM3,59.848374820894065,0.0,3.0319269850332407,5.502064466614791,5.120244702862445
P-0000774-T01-IM3,39.42292728866819,63.88237048638251,8.47263025696134,3.7986286322497467,25.381815850347074
P-0000765-T01-IM3,52.72583237737924,30.40036028320961,15.380067734407145,0.0,22.273052833879895
P-0000756-T01-IM3,68.17765912617563,15.52777444921447,0.0,0.0,4.677983452696548
P-0000699-T01-IM3,70.92589133492663,0.38961999371794537,0.0,10.860972485907773,0.0
P-0000703-T01-IM3,49.24333257353006,0.0,0.0,1.1332645929745604,0.0
P-0000695-T01-IM3,47.823288210644854,0.0,1.859166246259704,4.690960958674976,2.5922610371942425
P-0000678-T01-IM3,42.15895671634441,0.0,19.413966578661487,0.0,0.0
P-0000704-T01-IM3,46.58960538564623,38.78583001537548,22.641334132789336,6.255271529439222,0.0
P-0000683-T01-IM3,53.340640135561,6.534886756054363,19.00026066801065,2.5707342238563458,0.0
P-0000682-T01-IM3,55.30647882069156,0.0,0.0,2.047436059466721,12.427536740308073
P-0000689-T01-IM3,53.205095952033005,14.09474737394696,0.0,13.373954753830796,0.0
P-0000687-T01-IM3,50.804698243036476,29.07859317496696,13.900447411370026,0.9699809736770645,10.088455039726067
P-0000694-T01-IM3,70.7031681671447,0.0,0.0,10.324839619840105,0.0
P-0000675-T01-IM3,54.35602190181181,0.0,0.0,2.9904673415639116,0.0
P-0000808-T01-IM3,59.50236019301545,0.0,0.0,1.3693613831775933,0.0
P-0000731-T01-IM3,48.62494805447113,31.9025547263919,10.000423005950251,6.221053693551134,6.47317397908548
P-0000726-T01-IM3,48.66557483091162,4.9061208885370675,0.7316063307668392,5.087709918278903,3.906492688496804
P-0000656-T01-IM3,50.824659826303396,16.88933542955261,0.0,6.81682999201119,1.5537219056707012
P-0000658-T01-IM3,50.816374712445196,31.282005412037755,21.453448753062407,0.0,8.897933250865155
P-0000647-T01-IM3,56.21509245276319,0.0,0.0,2.309176002952788,3.1784307180769096
P-0000655-T01-IM3,50.78525449392432,19.425694689687415,6.758273713384522,2.1151408921830765,10.366487292408937
P-0000659-T01-IM3,43.71714400248852,50.76084649492701,5.892691807066883,0.0,32.218108850504606
P-0000615-T01-IM3,68.46999073604607,12.923994815971477,0.0,3.769646602914432,3.701791048177085
P-0000825-T01-IM3,50.55952508647734,0.0,0.0,2.7155813543119613,6.6104936520188655
P-0000831-T01-IM3,52.93043388929275,31.894815752870514,3.7307489458360292,6.472212505210385,12.93136357443106
P-0000714-T01-IM3,48.70321056925245,4.9849209125566,0.004889676526076141,7.253775791814,1.2444611808448927
P-0000732-T01-IM3,55.228721573194605,6.986248071021653,0.0,1.5080987196087619,0.0
P-0000738-T01-IM3,45.647860396351334,0.0,0.0,4.593976542396483,2.0446538605117968
P-0000742-T01-IM3,46.2413195607566,0.0,2.8465901027883755,1.2887439970262071,5.354702628188557
P-0000744-T01-IM3,57.35383781009426,11.558172635276753,0.0,0.0,1.2703519633146283
P-0000739-T01-IM3,39.22838562605416,64.21790874640429,20.28058972995101,0.0,32.874158807519144
P-0000745-T01-IM3,63.87154618669148,20.44387657049852,0.0,0.0,6.8229621437490655
P-0000737-T01-IM3,46.1667552643804,23.33278126688692,2.142333114375281,0.0,20.25576798694964
P-0000721-T01-IM3,66.16214301456452,8.840126146111709,6.1236847338229445,0.0,16.693513854456636
P-0000736-T01-IM3,45.4044271579453,86.84617794619598,17.311464468373924,0.0,55.57283589111906
P-0000725-T01-IM3,66.54106698262177,15.490397330560446,15.881845639156992,6.2290375535744165,0.0
P-0000754-T01-IM3,50.62961248819826,0.0,0.0,4.183028160522733,2.936962116910358
P-0000755-T01-IM3,61.57237290578044,36.43454208623796,0.642757581249183,2.626655432389082,25.91984543864553
P-0000757-T01-IM3,48.10637510008504,40.46176115034323,7.264964870497229,0.0,32.47971800984102
P-0000873-T01-IM3,46.3336600112479,23.918865545934413,5.479404616887246,3.279773230766152,11.010987804146582
P-0000772-T01-IM3,66.15487647629602,5.108016278328138,0.0,0.0,2.7446806075677306
P-0000763-T01-IM3,42.4091185377215,2.005910049109759,25.4246716957651,0.6305205961747982,0.0
P-0000769-T01-IM3,50.968030822142204,1.8638947294305814,4.602028814508496,4.921251421700463,0.0
P-0000762-T01-IM3,50.8641563603363,4.508110855535577,5.755511995902797,0.6523372678530606,6.3607896084226
P-0000929-T01-IM3,62.802802031798706,0.0,9.509241542503366,6.248323574778355,0.0
P-0000924-T01-IM3,61.98525590762482,13.812053006030075,0.5458095300404886,11.55882001946936,1.059824165300402
P-0000907-T01-IM3,48.427899701575676,13.906962251157783,0.0,0.0,16.114193667424104
P-0000903-T01-IM3,59.55613800309475,3.6559348683067676,0.0,0.0,2.301066409832497
P-0000897-T01-IM3,50.77490182594176,29.431076802614285,10.536717184920796,2.4654671631856706,11.102129689822025
P-0000777-T01-IM3,42.12598515837749,9.1192805169588,11.923743639469066,1.494785600642867,0.0
P-0000786-T01-IM3,33.113630209246736,25.614576812111824,23.42809411507701,0.0,5.54638898857657
P-0000778-T01-IM3,66.16200501165396,11.294094988916186,0.0,0.0,1.9444360936503522
P-0000783-T01-IM3,44.41408646577018,70.70766637317601,32.37393310778167,11.997565996484681,0.0
P-0000978-T01-IM3,63.60597124080962,0.0,0.0,1.4638000992588056,0.0
P-0000811-T01-IM3,48.27860508525992,23.63643258641972,0.40475613371205693,0.0,24.90726543571137
P-0000807-T01-IM3,67.10824286971742,0.0,0.0,0.0,0.02360122273477556
P-0000805-T01-IM3,61.78850608275028,25.81546260966859,0.0,4.3625040924662795,0.0
P-0000804-T01-IM3,61.59752592038754,24.143315132440545,0.0,0.0,7.426851353297138
P-0000806-T01-IM3,36.85882328132127,97.7280141415467,53.79415280900111,0.0,36.06550348546974
P-0000827-T01-IM3,57.30208224345029,0.0,0.5536471038575675,4.220355904810493,5.261339266931427
P-0000830-T01-IM3,56.46210158610094,84.30507720592522,0.0,0.0,30.818932786693363
P-0000691-T01-IM3,61.856876180819825,0.0,0.0,5.482477459029915,0.0
P-0000861-T01-IM3,57.42341575360255,5.694932957608904,0.0,0.29805031739513477,0.6963058456409732
P-0000858-T01-IM3,59.777148323915995,0.0,0.0,3.4964222674644194,1.6347065750519192
P-0000869-T01-IM3,57.44070259377933,15.856257191044735,2.709639837827783,5.2578977695414615,8.935085930453607
P-0000867-T01-IM3,68.54721359819169,14.886010907781015,2.8450201415184044,7.592885092355079,6.996421847395651
P-0000871-T01-IM3,51.61905054622711,0.0,16.291010449945095,2.576116081683881,0.0
P-0000862-T01-IM3,57.44915972147535,12.174373337822278,0.0,3.8080886308183697,0.0
P-0000847-T01-IM3,52.87589469195413,16.4995544918051,0.6017744849181361,0.9047624814963544,17.124205021131026
P-0000843-T01-IM3,44.38969135114238,22.70177830013192,11.779451221113009,9.11490603195647,0.0
P-0000840-T01-IM3,55.41155616842255,0.413817402182628,9.887310490077006,1.4262854551189041,0.17978147365055697
P-0000842-T01-IM3,62.06371406834013,4.941761620722708,0.0,11.246092721635945,0.0
P-0000864-T01-IM3,52.666543952275205,38.58401974648068,10.17522957580666,0.0,26.849278007199114
